Model,Accuracy,F1,AUC,Fold,Scenario
RF,0.8148148148148148,0.7619047619047619,0.9194444444444444,4,D_Augment_2.0
RF,0.8148148148148148,0.782608695652174,0.9,4,D_Augment_4.0
XGB,0.8148148148148148,0.782608695652174,0.8888888888888888,4,A_Baseline
XGB,0.37037037037037035,0.10526315789473684,0.26111111111111107,4,B_Fidelity
XGB,0.4444444444444444,0.11764705882352941,0.5111111111111111,4,C_Scale
XGB,0.7407407407407407,0.72,0.8722222222222222,4,D_Augment_0.5
XGB,0.8148148148148148,0.7619047619047619,0.938888888888889,4,D_Augment_1.0
XGB,0.8518518518518519,0.8181818181818182,0.8555555555555555,4,D_Augment_2.0
XGB,0.7777777777777778,0.7,0.8222222222222222,4,D_Augment_4.0
KNN,0.7407407407407407,0.6666666666666666,0.8944444444444444,4,A_Baseline
KNN,0.37037037037037035,0.19047619047619047,0.2833333333333333,4,B_Fidelity
KNN,0.37037037037037035,0.19047619047619047,0.3583333333333333,4,C_Scale
KNN,0.7407407407407407,0.6666666666666666,0.8777777777777778,4,D_Augment_0.5
KNN,0.7037037037037037,0.6,0.85,4,D_Augment_1.0
KNN,0.7777777777777778,0.7,0.8944444444444445,4,D_Augment_2.0
KNN,0.8518518518518519,0.8,0.8944444444444445,4,D_Augment_4.0
LR,0.8888888888888888,0.8695652173913043,0.9444444444444445,4,A_Baseline
LR,0.5555555555555556,0.14285714285714285,0.4111111111111111,4,B_Fidelity
LR,0.5185185185185185,0.13333333333333333,0.38333333333333336,4,C_Scale
LR,0.7777777777777778,0.7272727272727273,0.8888888888888888,4,D_Augment_0.5
LR,0.8148148148148148,0.8,0.8722222222222222,4,D_Augment_1.0
LR,0.7407407407407407,0.6956521739130435,0.8222222222222222,4,D_Augment_2.0
LR,0.6296296296296297,0.375,0.7666666666666666,4,D_Augment_4.0
RF,1.0,1.0,1.0,5,A_Baseline
RF,0.6153846153846154,0.5833333333333334,0.7023809523809524,5,B_Fidelity
RF,0.5384615384615384,0.5,0.5416666666666667,5,C_Scale
RF,0.9230769230769231,0.9166666666666666,0.9940476190476191,5,D_Augment_0.5
RF,0.9615384615384616,0.9565217391304348,1.0,5,D_Augment_1.0
RF,0.9615384615384616,0.96,0.9940476190476191,5,D_Augment_2.0
RF,0.9230769230769231,0.9166666666666666,0.9821428571428571,5,D_Augment_4.0
XGB,0.9615384615384616,0.96,1.0,5,A_Baseline
XGB,0.5769230769230769,0.6206896551724138,0.5297619047619048,5,B_Fidelity
XGB,0.5769230769230769,0.5925925925925926,0.6488095238095238,5,C_Scale
XGB,0.9230769230769231,0.9166666666666666,0.9702380952380953,5,D_Augment_0.5
XGB,0.8846153846153846,0.8888888888888888,1.0,5,D_Augment_1.0
XGB,0.8846153846153846,0.8695652173913043,0.8809523809523809,5,D_Augment_2.0
XGB,1.0,1.0,1.0,5,D_Augment_4.0
KNN,0.8846153846153846,0.8695652173913043,0.9672619047619048,5,A_Baseline
KNN,0.46153846153846156,0.46153846153846156,0.5238095238095238,5,B_Fidelity
KNN,0.46153846153846156,0.5333333333333333,0.5535714285714285,5,C_Scale
KNN,0.8461538461538461,0.8181818181818182,0.9404761904761905,5,D_Augment_0.5
KNN,0.8461538461538461,0.8181818181818182,0.9583333333333334,5,D_Augment_1.0
KNN,0.8846153846153846,0.8695652173913043,0.9553571428571428,5,D_Augment_2.0
KNN,0.8076923076923077,0.7619047619047619,0.9226190476190476,5,D_Augment_4.0
LR,0.8846153846153846,0.8695652173913043,0.9523809523809523,5,A_Baseline
LR,0.5384615384615384,0.5384615384615384,0.625,5,B_Fidelity
LR,0.46153846153846156,0.0,0.6964285714285714,5,C_Scale
LR,0.7692307692307693,0.7,0.9583333333333334,5,D_Augment_0.5
LR,0.6923076923076923,0.6,0.8690476190476191,5,D_Augment_1.0
LR,0.6923076923076923,0.6,0.8571428571428571,5,D_Augment_2.0
LR,0.7307692307692307,0.631578947368421,0.8809523809523809,5,D_Augment_4.0
RF,0.7407407407407407,0.72,0.7747252747252747,6,A_Baseline
RF,0.5925925925925926,0.6666666666666666,0.5631868131868132,6,B_Fidelity
RF,0.7777777777777778,0.7272727272727273,0.7197802197802198,6,C_Scale
RF,0.7407407407407407,0.7407407407407407,0.7912087912087912,6,D_Augment_0.5
RF,0.8148148148148148,0.8,0.7637362637362638,6,D_Augment_1.0
RF,0.8148148148148148,0.8,0.8461538461538461,6,D_Augment_2.0
RF,0.7037037037037037,0.6666666666666666,0.8186813186813188,6,D_Augment_4.0
XGB,0.5555555555555556,0.45454545454545453,0.7472527472527473,6,A_Baseline
XGB,0.5925925925925926,0.6857142857142857,0.554945054945055,6,B_Fidelity
XGB,0.5925925925925926,0.35294117647058826,0.7307692307692308,6,C_Scale
XGB,0.6666666666666666,0.64,0.8076923076923077,6,D_Augment_0.5
XGB,0.7037037037037037,0.6923076923076923,0.7582417582417583,6,D_Augment_1.0
XGB,0.7407407407407407,0.7586206896551724,0.7472527472527473,6,D_Augment_2.0
XGB,0.5925925925925926,0.56,0.7197802197802198,6,D_Augment_4.0
KNN,0.6666666666666666,0.64,0.7087912087912087,6,A_Baseline
KNN,0.48148148148148145,0.6111111111111112,0.554945054945055,6,B_Fidelity
KNN,0.7037037037037037,0.6666666666666666,0.7197802197802199,6,C_Scale
KNN,0.7037037037037037,0.6923076923076923,0.717032967032967,6,D_Augment_0.5
KNN,0.6666666666666666,0.5263157894736842,0.739010989010989,6,D_Augment_1.0
KNN,0.7037037037037037,0.6363636363636364,0.7582417582417583,6,D_Augment_2.0
KNN,0.7037037037037037,0.6363636363636364,0.7912087912087912,6,D_Augment_4.0
LR,0.6666666666666666,0.6086956521739131,0.7967032967032968,6,A_Baseline
LR,0.5185185185185185,0.5806451612903226,0.521978021978022,6,B_Fidelity
LR,0.5185185185185185,0.23529411764705882,0.4560439560439561,6,C_Scale
LR,0.6296296296296297,0.5,0.7637362637362638,6,D_Augment_0.5
LR,0.6296296296296297,0.5,0.7802197802197802,6,D_Augment_1.0
LR,0.6296296296296297,0.5,0.7362637362637363,6,D_Augment_2.0
LR,0.48148148148148145,0.2222222222222222,0.5604395604395604,6,D_Augment_4.0
RF,0.8888888888888888,0.88,0.9120879120879122,7,A_Baseline
RF,0.5555555555555556,0.4,0.6703296703296704,7,B_Fidelity
RF,0.4074074074074074,0.2,0.31868131868131866,7,C_Scale
RF,0.8518518518518519,0.8461538461538461,0.8846153846153846,7,D_Augment_0.5
RF,0.8148148148148148,0.8,0.870879120879121,7,D_Augment_1.0
RF,0.7037037037037037,0.6666666666666666,0.7527472527472527,7,D_Augment_2.0
RF,0.7037037037037037,0.6666666666666666,0.8241758241758242,7,D_Augment_4.0
XGB,0.7777777777777778,0.75,0.9065934065934066,7,A_Baseline
XGB,0.7407407407407407,0.72,0.8021978021978022,7,B_Fidelity
XGB,0.48148148148148145,0.3,0.36813186813186816,7,C_Scale
XGB,0.7407407407407407,0.7407407407407407,0.8736263736263736,7,D_Augment_0.5
XGB,0.8148148148148148,0.782608695652174,0.8901098901098902,7,D_Augment_1.0
XGB,0.7407407407407407,0.6666666666666666,0.848901098901099,7,D_Augment_2.0
XGB,0.7777777777777778,0.7692307692307693,0.8021978021978021,7,D_Augment_4.0
KNN,0.7777777777777778,0.7272727272727273,0.8434065934065934,7,A_Baseline
KNN,0.5185185185185185,0.43478260869565216,0.4862637362637363,7,B_Fidelity
KNN,0.4444444444444444,0.21052631578947367,0.35439560439560447,7,C_Scale
KNN,0.7037037037037037,0.6363636363636364,0.8296703296703296,7,D_Augment_0.5
KNN,0.7407407407407407,0.72,0.8571428571428571,7,D_Augment_1.0
KNN,0.7407407407407407,0.6666666666666666,0.8516483516483517,7,D_Augment_2.0
KNN,0.6666666666666666,0.6086956521739131,0.7032967032967032,7,D_Augment_4.0
LR,0.8888888888888888,0.88,0.9175824175824174,7,A_Baseline
LR,0.5925925925925926,0.47619047619047616,0.6043956043956045,7,B_Fidelity
LR,0.48148148148148145,0.0,0.2032967032967033,7,C_Scale
LR,0.6296296296296297,0.6153846153846154,0.7912087912087913,7,D_Augment_0.5
LR,0.8148148148148148,0.8,0.8846153846153846,7,D_Augment_1.0
LR,0.6666666666666666,0.64,0.6868131868131868,7,D_Augment_2.0
LR,0.6296296296296297,0.4444444444444444,0.6923076923076924,7,D_Augment_4.0
RF,0.8888888888888888,0.88,0.8846153846153847,8,A_Baseline
RF,0.6296296296296297,0.5,0.6016483516483516,8,B_Fidelity
RF,0.7037037037037037,0.6923076923076923,0.7692307692307692,8,C_Scale
RF,0.8518518518518519,0.8333333333333334,0.9093406593406593,8,D_Augment_0.5
RF,0.7777777777777778,0.7692307692307693,0.901098901098901,8,D_Augment_1.0
RF,0.8518518518518519,0.8461538461538461,0.9175824175824175,8,D_Augment_2.0
RF,0.6666666666666666,0.6896551724137931,0.8626373626373627,8,D_Augment_4.0
XGB,0.7777777777777778,0.7857142857142857,0.8626373626373626,8,A_Baseline
XGB,0.4444444444444444,0.11764705882352941,0.554945054945055,8,B_Fidelity
XGB,0.6296296296296297,0.5454545454545454,0.7087912087912088,8,C_Scale
XGB,0.8148148148148148,0.8148148148148148,0.8846153846153846,8,D_Augment_0.5
XGB,0.7777777777777778,0.75,0.8846153846153846,8,D_Augment_1.0
XGB,0.8518518518518519,0.8333333333333334,0.9065934065934067,8,D_Augment_2.0
XGB,0.7407407407407407,0.7586206896551724,0.8351648351648351,8,D_Augment_4.0
KNN,0.7407407407407407,0.7407407407407407,0.8214285714285714,8,A_Baseline
KNN,0.5185185185185185,0.13333333333333333,0.5604395604395604,8,B_Fidelity
KNN,0.6666666666666666,0.6666666666666666,0.7225274725274725,8,C_Scale
KNN,0.7407407407407407,0.72,0.760989010989011,8,D_Augment_0.5
KNN,0.6296296296296297,0.6666666666666666,0.7967032967032966,8,D_Augment_1.0
KNN,0.7037037037037037,0.7142857142857143,0.7802197802197802,8,D_Augment_2.0
KNN,0.7407407407407407,0.7407407407407407,0.7527472527472528,8,D_Augment_4.0
LR,0.7407407407407407,0.7586206896551724,0.8296703296703297,8,A_Baseline
LR,0.6296296296296297,0.375,0.5879120879120879,8,B_Fidelity
LR,0.8148148148148148,0.782608695652174,0.8406593406593407,8,C_Scale
LR,0.7777777777777778,0.7857142857142857,0.8076923076923078,8,D_Augment_0.5
LR,0.6666666666666666,0.6666666666666666,0.7912087912087912,8,D_Augment_1.0
LR,0.7777777777777778,0.7692307692307693,0.8241758241758242,8,D_Augment_2.0
LR,0.8518518518518519,0.8461538461538461,0.8406593406593406,8,D_Augment_4.0
RF,0.8518518518518519,0.8181818181818182,0.9166666666666666,9,A_Baseline
RF,0.6296296296296297,0.375,0.6055555555555555,9,B_Fidelity
RF,0.37037037037037035,0.10526315789473684,0.3944444444444445,9,C_Scale
RF,0.8888888888888888,0.8571428571428571,0.9277777777777778,9,D_Augment_0.5
RF,0.8518518518518519,0.8181818181818182,0.9166666666666667,9,D_Augment_1.0
RF,0.8518518518518519,0.8,0.9277777777777778,9,D_Augment_2.0
RF,0.9259259259259259,0.9090909090909091,0.8944444444444445,9,D_Augment_4.0
XGB,0.8518518518518519,0.8181818181818182,0.8999999999999999,9,A_Baseline
XGB,0.6296296296296297,0.4444444444444444,0.5,9,B_Fidelity
XGB,0.6296296296296297,0.5454545454545454,0.6555555555555556,9,C_Scale
XGB,0.8888888888888888,0.8571428571428571,0.9055555555555557,9,D_Augment_0.5
XGB,0.8518518518518519,0.8,0.8611111111111113,9,D_Augment_1.0
XGB,0.8888888888888888,0.8571428571428571,0.9222222222222223,9,D_Augment_2.0
XGB,0.7777777777777778,0.7272727272727273,0.9055555555555556,9,D_Augment_4.0
KNN,0.8518518518518519,0.8181818181818182,0.913888888888889,9,A_Baseline
KNN,0.4444444444444444,0.0,0.3027777777777778,9,B_Fidelity
KNN,0.5185185185185185,0.3157894736842105,0.42500000000000004,9,C_Scale
KNN,0.8518518518518519,0.8333333333333334,0.9388888888888889,9,D_Augment_0.5
KNN,0.8888888888888888,0.88,0.9388888888888889,9,D_Augment_1.0
KNN,0.7407407407407407,0.6956521739130435,0.9055555555555557,9,D_Augment_2.0
KNN,0.7777777777777778,0.75,0.9083333333333334,9,D_Augment_4.0
LR,0.7407407407407407,0.6956521739130435,0.8888888888888888,9,A_Baseline
LR,0.6296296296296297,0.2857142857142857,0.6000000000000001,9,B_Fidelity
LR,0.5555555555555556,0.0,0.22222222222222227,9,C_Scale
LR,0.8518518518518519,0.8181818181818182,0.8777777777777778,9,D_Augment_0.5
LR,0.8518518518518519,0.8181818181818182,0.9055555555555556,9,D_Augment_1.0
LR,0.7777777777777778,0.7,0.8944444444444444,9,D_Augment_2.0
LR,0.8148148148148148,0.8,0.8777777777777778,9,D_Augment_4.0
RF,0.8846153846153846,0.88,0.9702380952380952,10,A_Baseline
RF,0.5,0.0,0.5773809523809523,10,B_Fidelity
RF,0.5,0.43478260869565216,0.5327380952380952,10,C_Scale
RF,0.8076923076923077,0.8,0.9226190476190477,10,D_Augment_0.5
RF,0.8846153846153846,0.8695652173913043,0.9821428571428572,10,D_Augment_1.0
RF,0.7307692307692307,0.6666666666666666,0.8869047619047619,10,D_Augment_2.0
RF,0.7307692307692307,0.6666666666666666,0.9404761904761906,10,D_Augment_4.0
XGB,0.8846153846153846,0.88,0.9494047619047619,10,A_Baseline
XGB,0.5384615384615384,0.25,0.6964285714285715,10,B_Fidelity
XGB,0.5769230769230769,0.5217391304347826,0.5,10,C_Scale
XGB,0.9230769230769231,0.9166666666666666,0.9642857142857143,10,D_Augment_0.5
XGB,0.7307692307692307,0.5882352941176471,0.8928571428571428,10,D_Augment_1.0
XGB,0.8076923076923077,0.8,0.9523809523809523,10,D_Augment_2.0
XGB,0.6538461538461539,0.5263157894736842,0.7261904761904762,10,D_Augment_4.0
KNN,0.9615384615384616,0.96,1.0,10,A_Baseline
KNN,0.46153846153846156,0.0,0.43452380952380953,10,B_Fidelity
KNN,0.5384615384615384,0.5384615384615384,0.5654761904761905,10,C_Scale
KNN,0.8846153846153846,0.88,0.988095238095238,10,D_Augment_0.5
KNN,0.8461538461538461,0.8571428571428571,0.9583333333333334,10,D_Augment_1.0
KNN,0.9230769230769231,0.9230769230769231,0.9642857142857143,10,D_Augment_2.0
KNN,0.8461538461538461,0.8333333333333334,0.9047619047619047,10,D_Augment_4.0
LR,0.9230769230769231,0.9230769230769231,0.9940476190476191,10,A_Baseline
LR,0.5,0.13333333333333333,0.5357142857142857,10,B_Fidelity
LR,0.2692307692307692,0.24,0.3333333333333333,10,C_Scale
LR,0.8076923076923077,0.782608695652174,0.9345238095238095,10,D_Augment_0.5
LR,0.8461538461538461,0.8461538461538461,0.9285714285714285,10,D_Augment_1.0
LR,0.7692307692307693,0.6666666666666666,0.8809523809523809,10,D_Augment_2.0
LR,0.8846153846153846,0.8695652173913043,0.9285714285714286,10,D_Augment_4.0
RF,0.9259259259259259,0.9230769230769231,0.9450549450549451,11,A_Baseline
RF,0.5555555555555556,0.625,0.6428571428571428,11,B_Fidelity
RF,0.7407407407407407,0.7741935483870968,0.8021978021978022,11,C_Scale
RF,0.9259259259259259,0.9230769230769231,0.9478021978021979,11,D_Augment_0.5
RF,0.8888888888888888,0.88,0.9175824175824177,11,D_Augment_1.0
RF,0.8518518518518519,0.8571428571428571,0.9450549450549451,11,D_Augment_2.0
RF,0.7777777777777778,0.7857142857142857,0.8791208791208791,11,D_Augment_4.0
XGB,0.8888888888888888,0.8888888888888888,0.956043956043956,11,A_Baseline
XGB,0.5925925925925926,0.6666666666666666,0.5906593406593407,11,B_Fidelity
XGB,0.7777777777777778,0.7692307692307693,0.7472527472527473,11,C_Scale
XGB,0.8148148148148148,0.8275862068965517,0.9395604395604396,11,D_Augment_0.5
XGB,0.8888888888888888,0.88,0.9752747252747253,11,D_Augment_1.0
XGB,0.8518518518518519,0.8461538461538461,0.8846153846153846,11,D_Augment_2.0
XGB,0.7777777777777778,0.7692307692307693,0.8626373626373627,11,D_Augment_4.0
KNN,0.8518518518518519,0.8461538461538461,0.8708791208791209,11,A_Baseline
KNN,0.6666666666666666,0.7272727272727273,0.793956043956044,11,B_Fidelity
KNN,0.7407407407407407,0.7741935483870968,0.6428571428571428,11,C_Scale
KNN,0.8148148148148148,0.8,0.8324175824175823,11,D_Augment_0.5
KNN,0.7777777777777778,0.75,0.8571428571428572,11,D_Augment_1.0
KNN,0.7407407407407407,0.72,0.8021978021978022,11,D_Augment_2.0
KNN,0.7777777777777778,0.7692307692307693,0.8351648351648352,11,D_Augment_4.0
LR,0.8888888888888888,0.88,0.9285714285714286,11,A_Baseline
LR,0.6296296296296297,0.7058823529411765,0.7747252747252749,11,B_Fidelity
LR,0.7037037037037037,0.7333333333333333,0.8681318681318682,11,C_Scale
LR,0.7777777777777778,0.75,0.8846153846153846,11,D_Augment_0.5
LR,0.8888888888888888,0.88,0.9010989010989011,11,D_Augment_1.0
LR,0.8148148148148148,0.8275862068965517,0.9120879120879122,11,D_Augment_2.0
LR,0.8148148148148148,0.8148148148148148,0.9175824175824177,11,D_Augment_4.0
RF,0.7777777777777778,0.7692307692307693,0.8763736263736264,12,A_Baseline
RF,0.48148148148148145,0.2222222222222222,0.4450549450549451,12,B_Fidelity
RF,0.5925925925925926,0.35294117647058826,0.7307692307692308,12,C_Scale
RF,0.8888888888888888,0.8888888888888888,0.9285714285714286,12,D_Augment_0.5
RF,0.8518518518518519,0.8333333333333334,0.9010989010989011,12,D_Augment_1.0
RF,0.8888888888888888,0.88,0.8846153846153847,12,D_Augment_2.0
RF,0.8888888888888888,0.8888888888888888,0.8956043956043956,12,D_Augment_4.0
XGB,0.8518518518518519,0.8461538461538461,0.8681318681318682,12,A_Baseline
XGB,0.5185185185185185,0.38095238095238093,0.32417582417582425,12,B_Fidelity
XGB,0.5555555555555556,0.25,0.6043956043956044,12,C_Scale
XGB,0.8518518518518519,0.8333333333333334,0.8873626373626373,12,D_Augment_0.5
XGB,0.8148148148148148,0.8,0.8681318681318682,12,D_Augment_1.0
XGB,0.7777777777777778,0.8,0.8901098901098902,12,D_Augment_2.0
XGB,0.8148148148148148,0.8,0.8571428571428571,12,D_Augment_4.0
KNN,0.8518518518518519,0.8461538461538461,0.9203296703296704,12,A_Baseline
KNN,0.37037037037037035,0.41379310344827586,0.4065934065934066,12,B_Fidelity
KNN,0.5185185185185185,0.3157894736842105,0.510989010989011,12,C_Scale
KNN,0.7407407407407407,0.7586206896551724,0.8956043956043956,12,D_Augment_0.5
KNN,0.7777777777777778,0.7857142857142857,0.8901098901098902,12,D_Augment_1.0
KNN,0.7037037037037037,0.6923076923076923,0.8241758241758241,12,D_Augment_2.0
KNN,0.8148148148148148,0.8,0.8653846153846154,12,D_Augment_4.0
LR,0.8148148148148148,0.8148148148148148,0.9065934065934066,12,A_Baseline
LR,0.5185185185185185,0.0,0.48901098901098905,12,B_Fidelity
LR,0.6666666666666666,0.5263157894736842,0.8241758241758241,12,C_Scale
LR,0.7777777777777778,0.75,0.9120879120879121,12,D_Augment_0.5
LR,0.6666666666666666,0.6666666666666666,0.8516483516483516,12,D_Augment_1.0
LR,0.7777777777777778,0.75,0.8571428571428572,12,D_Augment_2.0
LR,0.7407407407407407,0.6666666666666666,0.8681318681318682,12,D_Augment_4.0
RF,0.8518518518518519,0.8461538461538461,0.8324175824175825,13,A_Baseline
RF,0.7037037037037037,0.6666666666666666,0.7692307692307692,13,B_Fidelity
RF,0.7037037037037037,0.5555555555555556,0.6648351648351648,13,C_Scale
RF,0.7777777777777778,0.75,0.8598901098901098,13,D_Augment_0.5
RF,0.7407407407407407,0.6956521739130435,0.8406593406593407,13,D_Augment_1.0
RF,0.7407407407407407,0.6956521739130435,0.7857142857142858,13,D_Augment_2.0
RF,0.7037037037037037,0.6363636363636364,0.7912087912087913,13,D_Augment_4.0
XGB,0.7777777777777778,0.75,0.8351648351648351,13,A_Baseline
XGB,0.5185185185185185,0.43478260869565216,0.5439560439560439,13,B_Fidelity
XGB,0.7037037037037037,0.6,0.6373626373626374,13,C_Scale
XGB,0.7407407407407407,0.6956521739130435,0.8296703296703296,13,D_Augment_0.5
XGB,0.5925925925925926,0.5217391304347826,0.8131868131868132,13,D_Augment_1.0
XGB,0.7777777777777778,0.7272727272727273,0.9120879120879121,13,D_Augment_2.0
XGB,0.8518518518518519,0.8461538461538461,0.8681318681318682,13,D_Augment_4.0
KNN,0.7037037037037037,0.6666666666666666,0.8131868131868133,13,A_Baseline
KNN,0.5185185185185185,0.5185185185185185,0.5219780219780219,13,B_Fidelity
KNN,0.6296296296296297,0.5833333333333334,0.6730769230769231,13,C_Scale
KNN,0.7777777777777778,0.7692307692307693,0.7884615384615384,13,D_Augment_0.5
